vessel_imo,country,port,date,inspection_type,number_of_deficiencies,detention
9293997,Croatia,Bakar,2018-05-28,Expanded inspection,0,N
9293997,Russia,Tuapse,2017-12-22,Initial inspection,3,N
9294123,Russia,Tuapse,2024-04-08,Expanded inspection,9,N
9294123,United States of America,"New York, New York",2018-08-04,Standard Examination,0,N
9294123,Russia,Taman,2023-10-30,Expanded inspection,4,N
9294123,Canada,Saint John,2018-07-31,Expanded inspection,0,N
9294123,Russia,Tuapse,2023-04-26,Initial inspection,2,N
9294123,Netherlands,St Eustatius,2018-06-13,Initial inspection,0,N
9294123,Turkey,Kocaeli,2023-04-06,More detailed inspection,3,N
9294123,Netherlands,St Eustatius,2017-12-12,More detailed inspection,1,N
9294123,Russia,Novorossiisk,2023-02-17,Expanded inspection,3,N
9294123,Netherlands,St Eustatius,2017-06-29,More detailed inspection,5,N
9294123,Greece,Agioi Theodoroi,2022-11-18,Expanded inspection,0,N
9294123,United States of America,"San Juan, Puerto Rico",2017-06-06,Standard Examination,3,N
9294123,Russia,Novorossiisk,2022-09-13,Expanded inspection,8,N
9294123,Colombia,Cartagena,2016-09-27,Initial inspection,0,N
9294123,Russia,Novorossiisk,2022-03-16,Expanded inspection,1,N
9294123,United States of America,"Houston, Texas",2016-05-23,Standard Examination,0,N
9294123,Russia,Novorossiisk,2022-01-26,More detailed inspection,7,N
9294123,Belgium,Antwerp,2015-12-04,Initial inspection,1,N
9294123,Russia,Novorossiisk,2021-10-29,Expanded inspection,0,N
9294123,Greece,Elefsis,2014-11-12,More detailed inspection,7,N
9294123,Greece,Agioi Theodoroi,2021-09-29,Expanded inspection,2,N
9294123,Lebanon,Jiyeh,2013-10-07,Initial inspection,3,N
9294123,Russia,Novorossiisk,2021-08-01,Expanded inspection,2,N
9294123,Bulgaria,Burgas,2012-11-07,More detailed inspection,1,N
9294123,Russia,Taman,2021-03-10,Expanded inspection,4,N
9294123,Greece,Agioi Theodoroi,2011-07-13,Initial inspection,0,N
9294123,United States of America,"Houston, Texas",2020-08-31,Standard Examination,0,N
9294123,Russia,KavKaz,2010-07-19,Initial inspection,0,N
9294123,Honduras,San Lorenzo,2019-11-14,Initial inspection,0,N
9294123,Malta,Marsaxlokk,2009-12-21,Initial inspection,0,N
9294123,United States of America,"Houston, Texas",2019-08-05,Standard Examination,1,N
9294123,Russia,KavKaz,2009-03-09,Initial inspection,0,N
9294123,Ecuador,Balao Esmeraldas,2019-05-26,Initial inspection,0,N
9294123,Russia,KavKaz,2008-08-06,Initial inspection,0,N
9294123,Mexico,Manzanillo Col,2018-10-12,Initial inspection,0,N
9296391,Russia,Novorossiisk,2024-02-09,Expanded inspection,2,N
9296391,Croatia,Rijeka,2010-12-31,More detailed inspection,0,N
9296391,Spain,La Coruña (A Coruña),2022-08-25,Expanded inspection,0,N
9296391,Iran,Khark Island,2009-05-03,Initial inspection,0,N
9296391,United States of America,"New Orleans, Louisiana",2022-07-17,Standard Examination,1,N
9296391,United Kingdom,Finnart,2008-12-22,Initial inspection,0,N
9296391,Russia,Novorossiisk,2020-11-17,Expanded inspection,4,N
9296391,Italy,Trieste,2020-10-28,Expanded inspection,0,N
9296391,United States of America,"Galveston, Texas",2018-05-04,Standard Examination,0,N
9296391,Canada,Pt Tupper,2016-11-22,Expanded inspection,0,N
9296391,China Peoples's Republic,Zhoushan,2016-06-02,Initial inspection,5,N
9296391,United States of America,"Philadelphia, Pennsylvania",2016-01-30,Standard Examination,2,N
9296391,Algeria,Arzew,2015-06-08,Initial inspection,0,N
9296391,Indonesia,Balikpapan,2013-09-27,Initial inspection,0,N
9296391,Greece,Kalilimenes,2013-08-24,Initial inspection,0,N
9296391,United States of America,"Port Arthur, Texas",2013-06-17,Standard Examination,0,N
9296391,Turkey,Botas,2013-03-06,Initial inspection,0,N
9296391,United States of America,"Galveston, Texas",2012-01-10,Standard Examination,0,N
9296391,,,2011-10-11,,0,N
9296391,Iran,Khark Island,2011-03-30,Initial inspection,0,N
9296406,Russia,Novorossiisk,2023-12-12,Expanded inspection,1,N
9296406,Russia,Novorossiisk,2023-07-24,Expanded inspection,0,N
9296406,Poland,Gdansk,2023-03-03,Expanded inspection,8,N
9296406,Russia,Novorossiisk,2022-05-11,Expanded inspection,1,N
9296406,Russia,Vostochny,2019-10-24,Initial inspection,1,N
9296406,Indonesia,Balikpapan,2016-12-08,Initial inspection,0,N
9296406,Australia,Brisbane,2016-02-22,Initial inspection,0,N
9296406,,,2016-02-22,Initial inspection,0,
9296406,Australia,Other North,2016-02-22,Initial inspection,0,N
9296406,Australia,Melbourne,2014-11-10,Initial inspection,3,N
9296406,Australia,Other South,2014-11-10,Initial inspection,4,N
9296406,France,Le havre,2012-05-24,Initial inspection,0,N
9296406,United States of America,"San Juan, Puerto Rico",2010-07-28,Standard Examination,0,N
9296406,Italy,Milazzo,2009-12-11,More detailed inspection,0,N
9296406,United States of America,Galveston,2009-02-09,Standard Examination,0,N
9296406,United States of America,"Port Arthur, Texas",2007-11-01,Standard Examination,0,N
9296406,Italy,Augusta,2007-10-08,More detailed inspection,0,N
9296406,,,2007-03-20,,0,N
9296585,Russia,Tuapse,2023-07-14,More detailed inspection,4,N
9296585,United States of America,"Miami, Florida",2007-05-31,Standard Examination,4,N
9296585,Russia,Tuapse,2023-05-02,More detailed inspection,10,Y
9296585,Germany,Wilhelmshaven,2007-05-15,Initial inspection,0,N
9296585,Russia,Tuapse,2023-01-30,Initial inspection,2,N
9296585,,,2006-10-14,,0,N
9296585,Greece,Piraeus,2022-04-25,Expanded inspection,0,N
9296585,Australia,Brisbane,2006-10-12,Initial inspection,1,N
9296585,Jordan,Aqaba,2020-07-05,Initial inspection,0,N
9296585,United States of America,"Long Beach, California",2006-09-04,Standard Examination,0,N
9296585,Bangladesh,Chittagong,2020-03-10,Initial inspection,0,N
9296585,France,Marseille,2006-06-08,More detailed inspection,0,N
9296585,Japan,Kawasaki,2020-02-04,Initial inspection,0,N
9296585,Iran,Bandar Abbas,2006-04-12,Initial inspection,0,N
9296585,Jordan,Aqaba,2019-12-12,Initial inspection,0,N
9296585,United Kingdom,Hamble,2005-12-20,More detailed inspection,2,N
9296585,Kenya,Mombasa,2018-06-28,Initial inspection,0,N
9296585,,,2005-06-21,,0,N
9296585,Kenya,Mombasa,2017-03-16,Initial inspection,0,N
9296585,Australia,Port Adelaide,2005-05-21,Initial inspection,3,N
9296585,Kenya,Mombasa,2016-01-07,Initial inspection,0,N
9296585,,,2005-03-25,,0,N
9296585,Iran,Bandar Abbas,2009-11-17,Initial inspection,0,N
9296585,,,2005-03-03,,0,N
9296585,United States of America,"New York, New York",2009-07-20,Standard Examination,2,N
9296585,Denmark,Kalundborg,2009-04-14,Initial inspection,0,N
9296585,,,2009-02-09,,0,N
9296585,United States of America,"New Haven, Connecticut",2008-06-20,Standard Examination,0,N
9296585,,,2008-03-17,,0,N
9296585,United States of America,"Seattle, Washington",2007-11-11,Standard Examination,0,N
9296597,Egypt,El Dekheila,2024-01-22,Initial inspection,0,N
9296597,United States of America,Guam,2017-02-09,Standard Examination,0,N
9296597,Australia,Port Hedland,2012-05-18,Initial inspection,0,N
9296597,Russia,Taman,2024-01-12,Expanded inspection,1,N
9296597,Australia,Gladstone,2016-10-13,Initial inspection,0,N
9296597,,,2012-02-03,,0,N
9296597,Ghana,Takoradi,2023-08-25,Initial inspection,0,N
9296597,,,2023-08-25,Initial inspection,0,
9296597,Australia,Newcastle,2011-08-15,Initial inspection,0,N
9296597,Egypt,El Dekheila,2023-06-22,More detailed inspection,1,N
9296597,Australia,Fremantle,2016-03-22,Follow-up inspection,0,N
9296597,,,2011-08-15,,0,N
9296597,United States of America,"New York, New York",2023-02-25,Standard Examination,0,N
9296597,Australia,Melbourne,2016-01-13,Initial inspection,2,N
9296597,,,2010-11-22,,0,N
9296597,Brazil,Suape,2022-07-25,Initial inspection,0,N
9296597,,,2022-07-25,Initial inspection,2,
9296597,,,2010-08-22,,0,N
9296597,Belgium,Antwerp,2022-03-09,Expanded inspection,3,N
9296597,Australia,Other South,2016-01-13,Initial inspection,2,N
9296597,Australia,Dampier,2010-04-29,Initial inspection,0,N
9296597,United States of America,"New York, New York",2021-09-09,Standard Examination,0,N
9296597,Australia,Kwinana,2015-06-11,Follow-up inspection,0,N
9296597,,,2010-04-07,,0,N
9296597,Brazil,Cabedelo Pb,2021-01-21,Initial inspection,0,N
9296597,,,2021-01-21,Initial inspection,0,
9296597,,,2009-10-26,,0,N
9296597,Slovenia,Koper,2020-08-20,Expanded inspection,0,N
9296597,,,2020-08-20,Initial inspection,0,
9296597,Australia,Darwin,2009-05-07,Initial inspection,0,N
9296597,Ecuador,Balao Esmeraldas,2020-01-24,Follow-up inspection,0,N
9296597,Australia,Kwinana,2015-06-10,Follow-up inspection,0,N
9296597,,,2007-09-04,,0,N
9296597,Ecuador,Balao Esmeraldas,2020-01-19,Initial inspection,0,N
9296597,Australia,Port Adelaide,2014-12-10,Initial inspection,1,N
9296597,United States of America,"Long Beach, California",2007-06-18,Standard Examination,1,N
9296597,United States of America,"Houston, Texas",2019-08-13,Standard Examination,0,N
9296597,,,2019-08-13,Initial inspection,1,
9296597,,,2006-09-25,,0,N
9296597,Panama,Balboa,2019-07-18,Initial inspection,0,N
9296597,Australia,Kwinana,2014-05-12,Initial inspection,1,N
9296597,,,2006-03-22,,0,N
9296597,Australia,Gladstone,2018-05-28,Initial inspection,0,N
9296597,,,2018-05-28,Initial inspection,1,
9296597,,,2006-02-08,,0,N
9296597,,,2006-02-08,Initial inspection,0,
9296597,Australia,Port Botany,2013-08-19,Initial inspection,2,N
9296597,,,2005-08-16,,0,N
9296597,Australia,Mackay,2017-07-14,Initial inspection,0,N
9296597,,,2017-07-14,Initial inspection,2,
9296597,,,2017-07-14,Initial inspection,0,
9296597,United States of America,"Honolulu, Hawaii",2013-06-19,Standard Examination,0,N
9296597,Australia,Cairns,2013-01-27,Initial inspection,0,N
9296597,,,2013-01-27,Initial inspection,0,
9296810,Russia,Novorossiisk,2024-03-07,Expanded inspection,1,N
9296810,United States of America,"Morgan City, Louisiana",2015-05-13,Standard Examination,0,N
9296810,Canada,Dartmouth,2005-08-15,Initial inspection,0,N
9296810,Turkey,Aliaga,2024-02-20,More detailed inspection,5,N
9296810,France,Fos sur mer,2014-07-08,Initial inspection,2,N
9296810,United States of America,"New Orleans, Louisiana",2005-05-04,Standard Examination,0,N
9296810,China Peoples's Republic,Yantai,2023-04-25,Follow-up inspection,0,N
9296810,United States of America,"New Orleans, Louisiana",2014-05-24,Standard Examination,0,N
9296810,China Peoples's Republic,Yantai,2023-04-23,Initial inspection,7,N
9296810,Mexico,Coatzacoalcos Ver,2014-02-04,Initial inspection,0,N
9296810,Canada,Come by Chance,2019-02-18,Expanded inspection,1,N
9296810,United States of America,"Houston, Texas",2013-04-11,Standard Examination,0,N
9296810,United States of America,"Houston, Texas",2018-09-25,Standard Examination,0,N
9296810,United States of America,"New Orleans, Louisiana",2012-06-05,Standard Examination,1,N
9296810,United States of America,"New Orleans, Louisiana",2018-09-21,Standard Examination,1,N
9296810,Netherlands,Rotterdam,2011-07-22,More detailed inspection,0,N
9296810,Spain,Bilbao,2018-04-03,Expanded inspection,0,N
9296810,United States of America,"Port Arthur, Texas",2011-04-27,Standard Examination,0,N
9296810,Algeria,Arzew,2017-10-09,Initial inspection,0,N
9296810,Canada,Dartmouth,2010-07-23,More detailed inspection,1,N
9296810,United States of America,"New Orleans, Louisiana",2017-08-18,Standard Examination,0,N
9296810,United States of America,"New Orleans, Louisiana",2010-04-27,Standard Examination,0,N
9296810,Ukraine,Odesa,2017-04-07,More detailed inspection,0,N
9296810,United States of America,"Houston, Texas",2009-05-09,Standard Examination,0,N
9296810,Ukraine,Odesa,2017-04-06,More detailed inspection,12,N
9296810,United States of America,"New Orleans, Louisiana",2008-05-07,Standard Examination,0,N
9296810,Italy,Savona,2017-03-09,Expanded inspection,0,N
9296810,Netherlands,Rotterdam,2008-04-08,Initial inspection,0,N
9296810,Colombia,Coveñas,2016-07-05,Initial inspection,0,N
9296810,United States of America,"Houston, Texas",2007-05-16,Standard Examination,0,N
9296810,United States of America,"Houston, Texas",2016-06-07,Standard Examination,0,N
9296810,United States of America,"New Orleans, Louisiana",2006-06-21,Standard Examination,0,N
9296810,Italy,Trieste,2015-07-23,Initial inspection,0,N
9296810,Netherlands,Rotterdam,2006-05-10,Initial inspection,0,N
9296822,Russia,Vostochny,2023-06-28,Initial inspection,2,N
9296822,Algeria,Arzew,2015-12-10,Initial inspection,3,N
9296822,United States of America,"Honolulu, Hawaii",2008-06-17,Standard Examination,0,N
9296822,Mexico,Coatzacoalcos Ver,2021-12-07,Initial inspection,0,N
9296822,France,Fos sur mer,2015-09-02,Initial inspection,2,N
9296822,United States of America,"Honolulu, Hawaii",2007-07-25,Standard Examination,0,N
9296822,United States of America,"Mobile, Alabama",2021-11-14,Standard Examination,0,N
9296822,United States of America,"Port Arthur, Texas",2015-06-22,Standard Examination,0,N
9296822,United States of America,"Kenai, Alaska",2006-08-31,Standard Examination,0,N
9296822,Colombia,Coveñas,2021-05-08,Initial inspection,0,N
9296822,Colombia,Coveñas,2015-06-09,Initial inspection,0,N
9296822,,,2006-07-28,,0,N
9296822,United States of America,"Houston, Texas",2020-10-27,Standard Examination,0,N
9296822,United States of America,"Corpus Christi, Texas",2014-07-22,Standard Examination,0,N
9296822,United States of America,"Honolulu, Hawaii",2005-11-23,Standard Examination,0,N
9296822,Colombia,Coveñas,2020-10-18,Initial inspection,0,N
9296822,United Kingdom,Tranmere,2014-06-21,Initial inspection,0,N
9296822,United States of America,"Philadelphia, Pennsylvania",2019-10-07,Standard Examination,2,N
9296822,Australia,Kwinana,2014-03-31,Initial inspection,2,N
9296822,Netherlands,Rotterdam,2019-09-13,Expanded inspection,3,N
9296822,Australia,Kwinana,2013-09-27,Follow-up inspection,1,N
9296822,Colombia,Coveñas,2019-07-07,Initial inspection,0,N
9296822,Australia,Kwinana,2013-09-25,Initial inspection,4,N
9296822,Colombia,Cartagena,2018-10-27,Initial inspection,0,N
9296822,,,2018-10-27,Initial inspection,4,
9296822,United States of America,"Houston, Texas",2018-10-11,Standard Examination,0,N
9296822,Australia,Melbourne,2013-01-17,Initial inspection,1,N
9296822,Canada,Whiffen Head,2018-04-02,Expanded inspection,0,N
9296822,Australia,Other South,2013-01-17,Initial inspection,1,N
9296822,United States of America,"Port Arthur, Texas",2017-09-29,Standard Examination,0,N
9296822,,,2012-06-20,,0,N
9296822,Colombia,Cartagena,2017-03-27,Initial inspection,0,N
9296822,,,2011-05-16,,0,N
9296822,Italy,Trieste,2017-01-02,Expanded inspection,2,N
9296822,Iran,Khark Island,2011-02-28,Initial inspection,0,N
9296822,United States of America,"New Orleans, Louisiana",2016-09-24,Standard Examination,0,N
9296822,Spain,Cartagena,2011-01-14,Initial inspection,0,N
9296822,Colombia,Coveñas,2016-05-11,Initial inspection,0,N
9296822,United States of America,"Honolulu, Hawaii",2010-08-28,Standard Examination,0,N
9296822,,,2010-06-18,,0,N
9296822,United States of America,Galveston,2009-07-15,Standard Examination,0,N
9296822,,,2008-08-05,,0,N
9296822,United States of America,"San Francisco, California",2008-07-11,Standard Examination,11,N
9297199,Turkey,Kocaeli,2023-09-11,More detailed inspection,7,N
9297199,Greece,Aspropyrgos,2017-04-09,Expanded inspection,2,N
9297199,Greece,Aspropyrgos,2016-01-31,Expanded inspection,6,N
9297199,Greece,Agioi Theodoroi,2015-05-04,More detailed inspection,0,N
9297199,Iran,Bandar Neka,2004-07-05,Initial inspection,0,N
9297345,Greece,Piraeus,2022-12-17,Expanded inspection,0,N
9297345,United States of America,"Philadelphia, Pennsylvania",2013-08-03,Standard Examination,0,N
9297345,Peru,Callao,2022-06-06,Initial inspection,0,N
9297345,Italy,Augusta,2012-12-21,Initial inspection,0,N
9297345,United States of America,"Corpus Christi, Texas",2021-04-30,Standard Examination,0,N
9297345,Australia,Other South,2012-07-26,Initial inspection,1,N
9297345,United States of America,"Houston, Texas",2020-03-06,Standard Examination,0,N
9297345,Poland,Gdansk,2010-11-10,More detailed inspection,0,N
9297345,Singapore,Singapore,2019-05-29,Initial inspection,4,N
9297345,Russia,Primorsk,2010-02-15,Initial inspection,0,N
9297345,Ukraine,Odesa,2019-02-13,Initial inspection,0,N
9297345,Australia,Brisbane,2009-09-03,Initial inspection,0,N
9297345,Colombia,Cartagena,2018-11-28,Initial inspection,0,N
9297345,Netherlands,Rotterdam,2009-03-30,Initial inspection,0,N
9297345,United States of America,"Galveston, Texas",2018-10-25,Standard Examination,0,N
9297345,Germany,Wilhelmshaven,2008-05-14,Initial inspection,0,N
9297345,Russia,Primorsk,2018-04-19,Expanded inspection,0,N
9297345,Russia,Primorsk,2007-10-14,Initial inspection,0,N
9297345,Colombia,Cartagena,2017-11-14,Initial inspection,0,N
9297345,United States of America,"Port Arthur, Texas",2007-08-30,Standard Examination,0,N
9297345,United States of America,"New Orleans, Louisiana",2017-10-23,Standard Examination,0,N
9297345,Russia,Primorsk,2007-04-02,Initial inspection,0,N
9297345,Colombia,Coveñas,2016-03-02,Initial inspection,0,N
9297345,Russia,Primorsk,2006-08-24,Initial inspection,0,N
9297345,Canada,Whiffen Head,2016-02-05,Initial inspection,0,N
9297345,United States of America,"Portland, Maine",2006-03-29,Standard Examination,0,N
9297345,United States of America,"Houston, Texas",2015-10-30,Standard Examination,0,N
